"holiday_yn","pick_rgn2_nm","rider_cnt","datetime","hour_reg","reg_date","day_of_reg","rain_group","rider_cnt_w_1","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_1","group_s"
"N","중구",19,2023-03-24 11:00:00,11,2023-03-24,"금요일","no",23,21,15,30,28,"A"
"N","중구",15,2023-03-24 12:00:00,12,2023-03-24,"금요일","no",17,21,16,26,23,"A"
"N","중구",12,2023-03-24 13:00:00,13,2023-03-24,"금요일","no",9,11,10,12,9,"A"
"N","중구",4,2023-03-24 14:00:00,14,2023-03-24,"금요일","no",9,7,7,14,12,"A"
"N","중구",11,2023-03-24 15:00:00,15,2023-03-24,"금요일","no",8,8,12,8,11,"A"
"N","중구",10,2023-03-24 16:00:00,16,2023-03-24,"금요일","no",10,15,12,8,12,"A"
"N","중구",14,2023-03-24 17:00:00,17,2023-03-24,"금요일","no",20,13,21,15,24,"A"
"N","중구",29,2023-03-24 18:00:00,18,2023-03-24,"금요일","no",30,35,33,20,45,"A"
"N","중구",21,2023-03-24 19:00:00,19,2023-03-24,"금요일","no",19,26,30,23,24,"A"
"N","중구",18,2023-03-24 20:00:00,20,2023-03-24,"금요일","no",23,29,23,19,28,"A"
"N","중구",16,2023-03-24 21:00:00,21,2023-03-24,"금요일","no",14,18,8,22,20,"A"
"N","중구",6,2023-03-24 22:00:00,22,2023-03-24,"금요일","no",15,9,9,13,20,"A"
"N","중구",10,2023-03-24 23:00:00,23,2023-03-24,"금요일","no",8,8,8,7,13,"A"
"Y","중구",6,2023-03-25 10:00:00,10,2023-03-25,"토요일","no",5,5,6,6,10,"E"
"Y","중구",20,2023-03-25 11:00:00,11,2023-03-25,"토요일","no",17,20,16,21,21,"E"
"Y","중구",26,2023-03-25 12:00:00,12,2023-03-25,"토요일","no",24,18,29,25,29,"E"
"Y","중구",21,2023-03-25 13:00:00,13,2023-03-25,"토요일","no",20,15,17,23,24,"E"
"Y","중구",11,2023-03-25 14:00:00,14,2023-03-25,"토요일","no",15,20,20,20,19,"E"
"Y","중구",9,2023-03-25 15:00:00,15,2023-03-25,"토요일","no",10,19,13,13,14,"E"
"Y","중구",11,2023-03-25 16:00:00,16,2023-03-25,"토요일","no",14,13,19,23,19,"E"
"Y","중구",15,2023-03-25 17:00:00,17,2023-03-25,"토요일","no",21,22,19,22,30,"E"
"Y","중구",20,2023-03-25 18:00:00,18,2023-03-25,"토요일","no",32,28,36,35,37,"E"
"Y","중구",22,2023-03-25 19:00:00,19,2023-03-25,"토요일","no",22,21,25,31,34,"E"
"Y","중구",25,2023-03-25 20:00:00,20,2023-03-25,"토요일","no",20,18,16,25,27,"E"
"Y","중구",20,2023-03-25 21:00:00,21,2023-03-25,"토요일","no",20,24,27,15,27,"E"
"Y","중구",10,2023-03-25 22:00:00,22,2023-03-25,"토요일","no",10,12,17,9,16,"E"
"Y","중구",12,2023-03-25 23:00:00,23,2023-03-25,"토요일","no",10,7,7,9,13,"E"
"Y","중구",5,2023-03-26 09:00:00,9,2023-03-26,"일요일","no",1,7,4,3,1,"E"
"Y","중구",6,2023-03-26 10:00:00,10,2023-03-26,"일요일","no",7,15,12,8,10,"E"
"Y","중구",17,2023-03-26 11:00:00,11,2023-03-26,"일요일","no",25,18,21,19,32,"E"
"Y","중구",21,2023-03-26 12:00:00,12,2023-03-26,"일요일","no",25,24,23,19,40,"E"
"Y","중구",23,2023-03-26 13:00:00,13,2023-03-26,"일요일","no",24,28,24,15,30,"E"
"Y","중구",15,2023-03-26 14:00:00,14,2023-03-26,"일요일","no",14,9,16,17,22,"E"
"Y","중구",13,2023-03-26 15:00:00,15,2023-03-26,"일요일","no",15,11,11,20,18,"E"
"Y","중구",10,2023-03-26 16:00:00,16,2023-03-26,"일요일","no",17,20,13,16,25,"E"
"Y","중구",15,2023-03-26 17:00:00,17,2023-03-26,"일요일","no",18,26,22,26,21,"E"
"Y","중구",22,2023-03-26 18:00:00,18,2023-03-26,"일요일","no",26,28,29,30,32,"E"
"Y","중구",21,2023-03-26 19:00:00,19,2023-03-26,"일요일","no",28,32,21,30,42,"E"
"Y","중구",17,2023-03-26 20:00:00,20,2023-03-26,"일요일","no",21,18,26,20,23,"E"
"Y","중구",10,2023-03-26 21:00:00,21,2023-03-26,"일요일","no",11,11,18,16,16,"E"
"Y","중구",7,2023-03-26 22:00:00,22,2023-03-26,"일요일","no",6,8,10,12,8,"E"
"Y","중구",8,2023-03-26 23:00:00,23,2023-03-26,"일요일","no",5,3,5,8,6,"E"
"N","중구",2,2023-03-27 09:00:00,9,2023-03-27,"월요일","no",1,2,3,2,1,"A"
"N","중구",3,2023-03-27 10:00:00,10,2023-03-27,"월요일","no",7,6,9,4,8,"A"
"N","중구",17,2023-03-27 11:00:00,11,2023-03-27,"월요일","no",18,18,16,16,21,"A"
"N","중구",14,2023-03-27 12:00:00,12,2023-03-27,"월요일","no",22,16,17,15,28,"A"
"N","중구",11,2023-03-27 13:00:00,13,2023-03-27,"월요일","no",10,10,7,13,12,"A"
"N","중구",12,2023-03-27 14:00:00,14,2023-03-27,"월요일","no",10,9,7,11,13,"A"
"N","중구",7,2023-03-27 15:00:00,15,2023-03-27,"월요일","no",7,8,8,10,9,"A"
"N","중구",11,2023-03-27 16:00:00,16,2023-03-27,"월요일","no",9,13,7,12,11,"A"
"N","중구",20,2023-03-27 17:00:00,17,2023-03-27,"월요일","no",21,20,12,16,27,"A"
"N","중구",15,2023-03-27 18:00:00,18,2023-03-27,"월요일","no",17,21,27,26,24,"A"
"N","중구",20,2023-03-27 19:00:00,19,2023-03-27,"월요일","no",22,23,20,26,31,"A"
"N","중구",14,2023-03-27 20:00:00,20,2023-03-27,"월요일","no",17,12,14,17,17,"A"
"N","중구",10,2023-03-27 21:00:00,21,2023-03-27,"월요일","no",9,15,7,15,11,"A"
"N","중구",12,2023-03-27 22:00:00,22,2023-03-27,"월요일","no",8,7,9,11,11,"A"
"N","중구",3,2023-03-27 23:00:00,23,2023-03-27,"월요일","no",7,5,6,5,8,"A"
"N","중구",2,2023-03-28 09:00:00,9,2023-03-28,"화요일","no",3,2,2,1,4,"A"
"N","중구",7,2023-03-28 10:00:00,10,2023-03-28,"화요일","no",3,9,3,7,6,"A"
"N","중구",19,2023-03-28 11:00:00,11,2023-03-28,"화요일","no",15,23,18,26,22,"A"
"N","중구",16,2023-03-28 12:00:00,12,2023-03-28,"화요일","no",17,18,19,24,22,"A"
"N","중구",10,2023-03-28 13:00:00,13,2023-03-28,"화요일","no",7,12,8,10,8,"A"
"N","중구",6,2023-03-28 14:00:00,14,2023-03-28,"화요일","no",5,6,10,8,7,"A"
"N","중구",6,2023-03-28 15:00:00,15,2023-03-28,"화요일","no",9,7,11,9,15,"A"
"N","중구",8,2023-03-28 16:00:00,16,2023-03-28,"화요일","no",9,8,2,13,12,"A"
"N","중구",21,2023-03-28 17:00:00,17,2023-03-28,"화요일","no",14,17,19,19,22,"A"
"N","중구",23,2023-03-28 18:00:00,18,2023-03-28,"화요일","no",23,25,19,27,26,"A"
"N","중구",24,2023-03-28 19:00:00,19,2023-03-28,"화요일","no",21,25,18,23,30,"A"
"N","중구",14,2023-03-28 20:00:00,20,2023-03-28,"화요일","no",7,13,17,23,8,"A"
"N","중구",8,2023-03-28 21:00:00,21,2023-03-28,"화요일","no",9,15,12,17,13,"A"
"N","중구",9,2023-03-28 22:00:00,22,2023-03-28,"화요일","no",6,9,6,12,10,"A"
"N","중구",4,2023-03-28 23:00:00,23,2023-03-28,"화요일","no",4,2,8,5,6,"A"
"N","중구",4,2023-03-29 09:00:00,9,2023-03-29,"수요일","no",4,2,4,1,5,"A"
"N","중구",3,2023-03-29 10:00:00,10,2023-03-29,"수요일","no",5,6,4,9,8,"A"
"N","중구",22,2023-03-29 11:00:00,11,2023-03-29,"수요일","no",18,20,24,18,25,"A"
"N","중구",18,2023-03-29 12:00:00,12,2023-03-29,"수요일","no",19,14,22,31,26,"A"
"N","중구",14,2023-03-29 13:00:00,13,2023-03-29,"수요일","no",13,12,15,21,16,"A"
"N","중구",11,2023-03-29 14:00:00,14,2023-03-29,"수요일","no",7,9,8,20,7,"A"
"N","중구",12,2023-03-29 15:00:00,15,2023-03-29,"수요일","no",5,8,8,21,5,"A"
"N","중구",12,2023-03-29 16:00:00,16,2023-03-29,"수요일","no",10,13,13,15,12,"A"
"N","중구",15,2023-03-29 17:00:00,17,2023-03-29,"수요일","no",20,18,19,22,28,"A"
"N","중구",30,2023-03-29 18:00:00,18,2023-03-29,"수요일","no",26,22,32,32,30,"A"
"N","중구",29,2023-03-29 19:00:00,19,2023-03-29,"수요일","no",20,22,21,28,26,"A"
"N","중구",15,2023-03-29 20:00:00,20,2023-03-29,"수요일","no",14,15,13,20,18,"A"
"N","중구",10,2023-03-29 21:00:00,21,2023-03-29,"수요일","no",14,13,11,13,19,"A"
"N","중구",11,2023-03-29 22:00:00,22,2023-03-29,"수요일","no",12,9,12,11,16,"A"
"N","중구",4,2023-03-29 23:00:00,23,2023-03-29,"수요일","no",5,3,8,7,7,"A"
"N","중구",1,2023-03-30 09:00:00,9,2023-03-30,"목요일","no",1,4,1,2,1,"A"
"N","중구",2,2023-03-30 10:00:00,10,2023-03-30,"목요일","no",10,4,10,10,10,"A"
"N","중구",21,2023-03-30 11:00:00,11,2023-03-30,"목요일","no",18,21,22,28,25,"A"
"N","중구",33,2023-03-30 12:00:00,12,2023-03-30,"목요일","no",18,15,24,26,24,"A"
"N","중구",11,2023-03-30 13:00:00,13,2023-03-30,"목요일","no",9,10,14,14,10,"A"
"N","중구",16,2023-03-30 14:00:00,14,2023-03-30,"목요일","no",8,9,7,13,12,"A"
"N","중구",5,2023-03-30 15:00:00,15,2023-03-30,"목요일","no",7,9,12,6,9,"A"
"N","중구",11,2023-03-30 16:00:00,16,2023-03-30,"목요일","no",9,9,9,13,12,"A"
"N","중구",10,2023-03-30 17:00:00,17,2023-03-30,"목요일","no",18,11,27,18,20,"A"
"N","중구",30,2023-03-30 18:00:00,18,2023-03-30,"목요일","no",32,24,27,32,43,"A"
"N","중구",18,2023-03-30 19:00:00,19,2023-03-30,"목요일","no",20,25,14,25,30,"A"
"N","중구",20,2023-03-30 20:00:00,20,2023-03-30,"목요일","no",22,14,13,18,28,"A"
"N","중구",11,2023-03-30 21:00:00,21,2023-03-30,"목요일","no",17,14,9,12,23,"A"
"N","중구",10,2023-03-30 22:00:00,22,2023-03-30,"목요일","no",15,10,8,14,19,"A"
"N","중구",4,2023-03-30 23:00:00,23,2023-03-30,"목요일","no",6,6,7,4,8,"A"
"N","중구",4,2023-03-31 10:00:00,10,2023-03-31,"금요일","no",8,9,7,7,11,"A"
"N","중구",28,2023-03-31 11:00:00,11,2023-03-31,"금요일","no",19,23,21,15,24,"A"
"N","중구",14,2023-03-31 12:00:00,12,2023-03-31,"금요일","no",15,17,21,16,20,"A"
"N","중구",12,2023-03-31 13:00:00,13,2023-03-31,"금요일","no",12,9,11,10,13,"A"
"N","중구",16,2023-03-31 14:00:00,14,2023-03-31,"금요일","no",4,9,7,7,5,"A"
"N","중구",8,2023-03-31 15:00:00,15,2023-03-31,"금요일","no",11,8,8,12,13,"A"
"N","중구",10,2023-03-31 16:00:00,16,2023-03-31,"금요일","no",10,10,15,12,12,"A"
"N","중구",17,2023-03-31 17:00:00,17,2023-03-31,"금요일","no",14,20,13,21,18,"A"
"N","중구",26,2023-03-31 18:00:00,18,2023-03-31,"금요일","no",29,30,35,33,39,"A"
"N","중구",22,2023-03-31 19:00:00,19,2023-03-31,"금요일","no",21,19,26,30,36,"A"
"N","중구",21,2023-03-31 20:00:00,20,2023-03-31,"금요일","no",18,23,29,23,29,"A"
"N","중구",13,2023-03-31 21:00:00,21,2023-03-31,"금요일","no",16,14,18,8,20,"A"
"N","중구",17,2023-03-31 22:00:00,22,2023-03-31,"금요일","no",6,15,9,9,8,"A"
"N","중구",6,2023-03-31 23:00:00,23,2023-03-31,"금요일","no",10,8,8,8,12,"A"
"Y","중구",4,2023-04-01 09:00:00,9,2023-04-01,"토요일","no",5,5,2,3,6,"E"
"Y","중구",10,2023-04-01 10:00:00,10,2023-04-01,"토요일","no",6,5,5,6,6,"E"
"Y","중구",19,2023-04-01 11:00:00,11,2023-04-01,"토요일","no",20,17,20,16,28,"E"
"Y","중구",18,2023-04-01 12:00:00,12,2023-04-01,"토요일","no",26,24,18,29,33,"E"
"Y","중구",22,2023-04-01 13:00:00,13,2023-04-01,"토요일","no",21,20,15,17,27,"E"
"Y","중구",23,2023-04-01 14:00:00,14,2023-04-01,"토요일","no",11,15,20,20,18,"E"
"Y","중구",19,2023-04-01 15:00:00,15,2023-04-01,"토요일","no",9,10,19,13,12,"E"
"Y","중구",15,2023-04-01 16:00:00,16,2023-04-01,"토요일","no",11,14,13,19,13,"E"
"Y","중구",19,2023-04-01 17:00:00,17,2023-04-01,"토요일","no",15,21,22,19,19,"E"
"Y","중구",21,2023-04-01 18:00:00,18,2023-04-01,"토요일","no",20,32,28,36,32,"E"
"Y","중구",27,2023-04-01 19:00:00,19,2023-04-01,"토요일","no",22,22,21,25,26,"E"
"Y","중구",18,2023-04-01 20:00:00,20,2023-04-01,"토요일","no",25,20,18,16,37,"E"
"Y","중구",24,2023-04-01 21:00:00,21,2023-04-01,"토요일","no",20,20,24,27,30,"E"
"Y","중구",11,2023-04-01 22:00:00,22,2023-04-01,"토요일","no",10,10,12,17,19,"E"
"Y","중구",9,2023-04-01 23:00:00,23,2023-04-01,"토요일","no",12,10,7,7,14,"E"
"Y","중구",4,2023-04-02 09:00:00,9,2023-04-02,"일요일","no",5,1,7,4,5,"E"
"Y","중구",7,2023-04-02 10:00:00,10,2023-04-02,"일요일","no",6,7,15,12,8,"E"
"Y","중구",17,2023-04-02 11:00:00,11,2023-04-02,"일요일","no",17,25,18,21,25,"E"
"Y","중구",20,2023-04-02 12:00:00,12,2023-04-02,"일요일","no",21,25,24,23,26,"E"
"Y","중구",14,2023-04-02 13:00:00,13,2023-04-02,"일요일","no",23,24,28,24,32,"E"
"Y","중구",12,2023-04-02 14:00:00,14,2023-04-02,"일요일","no",15,14,9,16,22,"E"
"Y","중구",13,2023-04-02 15:00:00,15,2023-04-02,"일요일","no",13,15,11,11,16,"E"
"Y","중구",12,2023-04-02 16:00:00,16,2023-04-02,"일요일","no",10,17,20,13,13,"E"
"Y","중구",22,2023-04-02 17:00:00,17,2023-04-02,"일요일","no",15,18,26,22,23,"E"
"Y","중구",30,2023-04-02 18:00:00,18,2023-04-02,"일요일","no",22,26,28,29,26,"E"
"Y","중구",37,2023-04-02 19:00:00,19,2023-04-02,"일요일","no",21,28,32,21,32,"E"
"Y","중구",16,2023-04-02 20:00:00,20,2023-04-02,"일요일","no",17,21,18,26,21,"E"
"Y","중구",16,2023-04-02 21:00:00,21,2023-04-02,"일요일","no",10,11,11,18,13,"E"
"Y","중구",8,2023-04-02 22:00:00,22,2023-04-02,"일요일","no",7,6,8,10,8,"E"
"Y","중구",7,2023-04-02 23:00:00,23,2023-04-02,"일요일","no",8,5,3,5,10,"E"
"N","중구",4,2023-04-03 09:00:00,9,2023-04-03,"월요일","no",2,1,2,3,4,"A"
"N","중구",6,2023-04-03 10:00:00,10,2023-04-03,"월요일","no",3,7,6,9,4,"A"
"N","중구",17,2023-04-03 11:00:00,11,2023-04-03,"월요일","no",17,18,18,16,24,"A"
"N","중구",15,2023-04-03 12:00:00,12,2023-04-03,"월요일","no",14,22,16,17,17,"A"
"N","중구",16,2023-04-03 13:00:00,13,2023-04-03,"월요일","no",11,10,10,7,13,"A"
"N","중구",9,2023-04-03 14:00:00,14,2023-04-03,"월요일","no",12,10,9,7,14,"A"
"N","중구",9,2023-04-03 15:00:00,15,2023-04-03,"월요일","no",7,7,8,8,8,"A"
"N","중구",11,2023-04-03 16:00:00,16,2023-04-03,"월요일","no",11,9,13,7,12,"A"
"N","중구",19,2023-04-03 17:00:00,17,2023-04-03,"월요일","no",20,21,20,12,27,"A"
"N","중구",25,2023-04-03 18:00:00,18,2023-04-03,"월요일","no",15,17,21,27,25,"A"
"N","중구",26,2023-04-03 19:00:00,19,2023-04-03,"월요일","no",20,22,23,20,27,"A"
"N","중구",14,2023-04-03 20:00:00,20,2023-04-03,"월요일","no",14,17,12,14,16,"A"
"N","중구",13,2023-04-03 21:00:00,21,2023-04-03,"월요일","no",10,9,15,7,15,"A"
"N","중구",8,2023-04-03 22:00:00,22,2023-04-03,"월요일","no",12,8,7,9,14,"A"
"N","중구",7,2023-04-03 23:00:00,23,2023-04-03,"월요일","no",3,7,5,6,3,"A"
"N","중구",3,2023-04-04 09:00:00,9,2023-04-04,"화요일","no",2,2,2,2,4,"B"
"N","중구",5,2023-04-04 10:00:00,10,2023-04-04,"화요일","no",7,7,7,7,8,"B"
"N","중구",16,2023-04-04 11:00:00,11,2023-04-04,"화요일","no",19,19,19,19,21,"B"
"N","중구",10,2023-04-04 12:00:00,12,2023-04-04,"화요일","no",16,16,16,16,20,"B"
"N","중구",9,2023-04-04 13:00:00,13,2023-04-04,"화요일","no",10,10,10,10,11,"B"
"N","중구",9,2023-04-04 14:00:00,14,2023-04-04,"화요일","no",6,6,6,6,7,"B"
"N","중구",7,2023-04-04 15:00:00,15,2023-04-04,"화요일","no",6,6,6,6,8,"B"
"N","중구",12,2023-04-04 16:00:00,16,2023-04-04,"화요일","no",8,8,8,8,12,"B"
"N","중구",16,2023-04-04 17:00:00,17,2023-04-04,"화요일","no",21,21,21,21,25,"B"
"N","중구",16,2023-04-04 18:00:00,18,2023-04-04,"화요일","no",23,23,23,23,33,"B"
"N","중구",27,2023-04-04 19:00:00,19,2023-04-04,"화요일","no",24,24,24,24,33,"B"
"N","중구",13,2023-04-04 20:00:00,20,2023-04-04,"화요일","no",14,14,14,14,14,"B"
"N","중구",13,2023-04-04 21:00:00,21,2023-04-04,"화요일","weak",8,8,8,8,10,"B"
"N","중구",10,2023-04-04 22:00:00,22,2023-04-04,"화요일","weak",9,9,9,9,12,"B"
"N","중구",7,2023-04-04 23:00:00,23,2023-04-04,"화요일","weak",4,4,4,4,4,"B"
"N","중구",2,2023-04-05 09:00:00,9,2023-04-05,"수요일","weak",4,4,4,4,4,"B"
"N","중구",6,2023-04-05 10:00:00,10,2023-04-05,"수요일","weak",3,3,3,3,4,"B"
"N","중구",22,2023-04-05 11:00:00,11,2023-04-05,"수요일","weak",22,22,22,22,20,"B"
"N","중구",15,2023-04-05 12:00:00,12,2023-04-05,"수요일","weak",18,18,18,18,26,"B"
"N","중구",15,2023-04-05 13:00:00,13,2023-04-05,"수요일","weak",14,14,14,14,19,"B"
"N","중구",11,2023-04-05 14:00:00,14,2023-04-05,"수요일","weak",11,11,11,11,15,"B"
"N","중구",12,2023-04-05 15:00:00,15,2023-04-05,"수요일","weak",12,12,12,12,13,"B"
"N","중구",15,2023-04-05 16:00:00,16,2023-04-05,"수요일","weak",12,12,12,12,15,"B"
"N","중구",14,2023-04-05 17:00:00,17,2023-04-05,"수요일","weak",15,15,15,15,20,"B"
"N","중구",22,2023-04-05 18:00:00,18,2023-04-05,"수요일","no",30,30,30,30,40,"B"
"N","중구",13,2023-04-05 19:00:00,19,2023-04-05,"수요일","no",29,29,29,29,35,"B"
"N","중구",14,2023-04-05 20:00:00,20,2023-04-05,"수요일","no",15,15,15,15,15,"B"
"N","중구",9,2023-04-05 21:00:00,21,2023-04-05,"수요일","no",10,10,10,10,18,"B"
"N","중구",10,2023-04-05 22:00:00,22,2023-04-05,"수요일","no",11,11,11,11,12,"B"
"N","중구",4,2023-04-05 23:00:00,23,2023-04-05,"수요일","no",4,4,4,4,6,"B"
"N","중구",3,2023-04-06 10:00:00,10,2023-04-06,"목요일","no",4,4,4,4,7,"B"
"N","중구",18,2023-04-06 11:00:00,11,2023-04-06,"목요일","no",21,21,21,21,33,"B"
"N","중구",21,2023-04-06 12:00:00,12,2023-04-06,"목요일","no",17,17,17,17,21,"B"
"N","중구",10,2023-04-06 13:00:00,13,2023-04-06,"목요일","no",15,15,15,15,21,"B"
"N","중구",9,2023-04-06 14:00:00,14,2023-04-06,"목요일","no",12,12,12,12,20,"B"
"N","중구",5,2023-04-06 15:00:00,15,2023-04-06,"목요일","no",9,9,9,9,12,"B"
"N","중구",12,2023-04-06 16:00:00,16,2023-04-06,"목요일","no",14,14,14,14,17,"B"
"N","중구",20,2023-04-06 17:00:00,17,2023-04-06,"목요일","no",23,23,23,23,32,"B"
"N","중구",32,2023-04-06 18:00:00,18,2023-04-06,"목요일","no",22,22,22,22,27,"B"
"N","중구",18,2023-04-06 19:00:00,19,2023-04-06,"목요일","no",22,22,22,22,26,"B"
"N","중구",24,2023-04-06 20:00:00,20,2023-04-06,"목요일","no",14,14,14,14,16,"B"
"N","중구",16,2023-04-06 21:00:00,21,2023-04-06,"목요일","no",17,17,17,17,25,"B"
"N","중구",10,2023-04-06 22:00:00,22,2023-04-06,"목요일","no",8,8,8,8,10,"B"
"N","중구",8,2023-04-06 23:00:00,23,2023-04-06,"목요일","weak",8,8,8,8,11,"B"
"N","중구",3,2023-04-07 09:00:00,9,2023-04-07,"금요일","no",3,4,2,2,3,"A"
"N","중구",5,2023-04-07 10:00:00,10,2023-04-07,"금요일","no",4,8,9,7,6,"A"
"N","중구",21,2023-04-07 11:00:00,11,2023-04-07,"금요일","no",28,19,23,21,43,"A"
"N","중구",11,2023-04-07 12:00:00,12,2023-04-07,"금요일","no",14,15,17,21,15,"A"
"N","중구",11,2023-04-07 13:00:00,13,2023-04-07,"금요일","no",12,12,9,11,17,"A"
"N","중구",9,2023-04-07 14:00:00,14,2023-04-07,"금요일","no",16,4,9,7,18,"A"
"N","중구",9,2023-04-07 15:00:00,15,2023-04-07,"금요일","no",8,11,8,8,11,"A"
"N","중구",10,2023-04-07 16:00:00,16,2023-04-07,"금요일","no",10,10,10,15,13,"A"
"N","중구",15,2023-04-07 17:00:00,17,2023-04-07,"금요일","no",17,14,20,13,22,"A"
"N","중구",24,2023-04-07 18:00:00,18,2023-04-07,"금요일","no",26,29,30,35,31,"A"
"N","중구",28,2023-04-07 19:00:00,19,2023-04-07,"금요일","no",22,21,19,26,29,"A"
"N","중구",22,2023-04-07 20:00:00,20,2023-04-07,"금요일","no",21,18,23,29,23,"A"
"N","중구",15,2023-04-07 21:00:00,21,2023-04-07,"금요일","no",13,16,14,18,20,"A"
"N","중구",18,2023-04-07 22:00:00,22,2023-04-07,"금요일","no",17,6,15,9,24,"A"
"N","중구",7,2023-04-07 23:00:00,23,2023-04-07,"금요일","no",6,10,8,8,7,"A"
"Y","중구",4,2023-04-08 09:00:00,9,2023-04-08,"토요일","no",4,5,5,2,5,"E"
"Y","중구",11,2023-04-08 10:00:00,10,2023-04-08,"토요일","no",10,6,5,5,12,"E"
"Y","중구",22,2023-04-08 11:00:00,11,2023-04-08,"토요일","no",19,20,17,20,23,"E"
"Y","중구",28,2023-04-08 12:00:00,12,2023-04-08,"토요일","no",18,26,24,18,30,"E"
"Y","중구",23,2023-04-08 13:00:00,13,2023-04-08,"토요일","no",22,21,20,15,29,"E"
"Y","중구",9,2023-04-08 14:00:00,14,2023-04-08,"토요일","no",23,11,15,20,30,"E"
"Y","중구",16,2023-04-08 15:00:00,15,2023-04-08,"토요일","no",19,9,10,19,27,"E"
"Y","중구",11,2023-04-08 16:00:00,16,2023-04-08,"토요일","no",15,11,14,13,19,"E"
"Y","중구",18,2023-04-08 17:00:00,17,2023-04-08,"토요일","no",19,15,21,22,26,"E"
"Y","중구",41,2023-04-08 18:00:00,18,2023-04-08,"토요일","no",21,20,32,28,25,"E"
"Y","중구",26,2023-04-08 19:00:00,19,2023-04-08,"토요일","no",27,22,22,21,36,"E"
"Y","중구",20,2023-04-08 20:00:00,20,2023-04-08,"토요일","no",18,25,20,18,23,"E"
"Y","중구",14,2023-04-08 21:00:00,21,2023-04-08,"토요일","no",24,20,20,24,36,"E"
"Y","중구",10,2023-04-08 22:00:00,22,2023-04-08,"토요일","no",11,10,10,12,15,"E"
"Y","중구",5,2023-04-08 23:00:00,23,2023-04-08,"토요일","no",9,12,10,7,12,"E"
"Y","중구",4,2023-04-09 09:00:00,9,2023-04-09,"일요일","no",4,5,1,7,4,"E"
"Y","중구",10,2023-04-09 10:00:00,10,2023-04-09,"일요일","no",7,6,7,15,9,"E"
"Y","중구",17,2023-04-09 11:00:00,11,2023-04-09,"일요일","no",17,17,25,18,23,"E"
"Y","중구",31,2023-04-09 12:00:00,12,2023-04-09,"일요일","no",20,21,25,24,38,"E"
"Y","중구",24,2023-04-09 13:00:00,13,2023-04-09,"일요일","no",14,23,24,28,18,"E"
"Y","중구",12,2023-04-09 14:00:00,14,2023-04-09,"일요일","no",12,15,14,9,15,"E"
"Y","중구",12,2023-04-09 15:00:00,15,2023-04-09,"일요일","no",13,13,15,11,18,"E"
"Y","중구",12,2023-04-09 16:00:00,16,2023-04-09,"일요일","no",12,10,17,20,18,"E"
"Y","중구",25,2023-04-09 17:00:00,17,2023-04-09,"일요일","no",22,15,18,26,23,"E"
"Y","중구",27,2023-04-09 18:00:00,18,2023-04-09,"일요일","no",30,22,26,28,39,"E"
"Y","중구",22,2023-04-09 19:00:00,19,2023-04-09,"일요일","no",37,21,28,32,49,"E"
"Y","중구",25,2023-04-09 20:00:00,20,2023-04-09,"일요일","no",16,17,21,18,20,"E"
"Y","중구",13,2023-04-09 21:00:00,21,2023-04-09,"일요일","no",16,10,11,11,19,"E"
"Y","중구",8,2023-04-09 22:00:00,22,2023-04-09,"일요일","no",8,7,6,8,25,"E"
"Y","중구",4,2023-04-09 23:00:00,23,2023-04-09,"일요일","no",7,8,5,3,7,"E"
"N","중구",4,2023-04-10 09:00:00,9,2023-04-10,"월요일","no",4,2,1,2,7,"A"
"N","중구",3,2023-04-10 10:00:00,10,2023-04-10,"월요일","no",6,3,7,6,11,"A"
"N","중구",15,2023-04-10 11:00:00,11,2023-04-10,"월요일","no",17,17,18,18,27,"A"
"N","중구",14,2023-04-10 12:00:00,12,2023-04-10,"월요일","no",15,14,22,16,19,"A"
"N","중구",13,2023-04-10 13:00:00,13,2023-04-10,"월요일","no",16,11,10,10,22,"A"
"N","중구",8,2023-04-10 14:00:00,14,2023-04-10,"월요일","no",9,12,10,9,11,"A"
"N","중구",6,2023-04-10 15:00:00,15,2023-04-10,"월요일","no",9,7,7,8,11,"A"
"N","중구",10,2023-04-10 16:00:00,16,2023-04-10,"월요일","no",11,11,9,13,11,"A"
"N","중구",15,2023-04-10 17:00:00,17,2023-04-10,"월요일","no",19,20,21,20,21,"A"
"N","중구",21,2023-04-10 18:00:00,18,2023-04-10,"월요일","no",25,15,17,21,28,"A"
"N","중구",21,2023-04-10 19:00:00,19,2023-04-10,"월요일","no",26,20,22,23,36,"A"
"N","중구",13,2023-04-10 20:00:00,20,2023-04-10,"월요일","no",14,14,17,12,16,"A"
"N","중구",11,2023-04-10 21:00:00,21,2023-04-10,"월요일","no",13,10,9,15,14,"A"
"N","중구",10,2023-04-10 22:00:00,22,2023-04-10,"월요일","no",8,12,8,7,9,"A"
"N","중구",3,2023-04-10 23:00:00,23,2023-04-10,"월요일","no",7,3,7,5,8,"A"
"N","중구",2,2023-04-11 09:00:00,9,2023-04-11,"화요일","no",2,3,2,2,4,"A"
"N","중구",2,2023-04-11 10:00:00,10,2023-04-11,"화요일","no",7,3,9,3,8,"A"
"N","중구",16,2023-04-11 11:00:00,11,2023-04-11,"화요일","no",19,15,23,18,21,"A"
"N","중구",17,2023-04-11 12:00:00,12,2023-04-11,"화요일","no",16,17,18,19,20,"A"
"N","중구",12,2023-04-11 13:00:00,13,2023-04-11,"화요일","no",10,7,12,8,11,"A"
