"not_rain_all_predict","test_data_all_not.reg_date","test_data_all_not.hour_reg","test_data_all_not.pick_rgn2_nm"
50.0310206722947,2023-05-06,"9","종로구"
54.9252934378042,2023-05-06,"9","중구"
61.5922953301467,2023-05-06,"9","중랑구"
145.151916256256,2023-05-06,"10","강동구"
107.989762289268,2023-05-06,"10","강북구"
234.799881591449,2023-05-06,"10","강서구"
327.446327512047,2023-05-06,"10","관악구"
148.464971312779,2023-05-06,"10","광진구"
140.482351313696,2023-05-06,"10","구로구"
118.346195113813,2023-05-06,"10","금천구"
165.075109704085,2023-05-06,"10","노원구"
79.1818045739679,2023-05-06,"10","도봉구"
162.292532478234,2023-05-06,"10","동대문구"
137.888495122997,2023-05-06,"10","동작구"
250.551943207747,2023-05-06,"10","마포구"
139.860724109212,2023-05-06,"10","서대문구"
220.866375182337,2023-05-06,"10","서초구"
132.772262753486,2023-05-06,"10","성동구"
179.9349439234,2023-05-06,"10","성북구"
339.237853598042,2023-05-06,"10","송파구"
153.969895252923,2023-05-06,"10","양천구"
233.847898447131,2023-05-06,"10","영등포구"
120.601128074619,2023-05-06,"10","용산구"
139.484796060779,2023-05-06,"10","은평구"
88.5666905002426,2023-05-06,"10","종로구"
83.0960026158671,2023-05-06,"10","중구"
112.984615028709,2023-05-06,"10","중랑구"
249.479760184698,2023-05-06,"11","강동구"
180.522353315842,2023-05-06,"11","강북구"
406.581124458831,2023-05-06,"11","강서구"
551.754457875041,2023-05-06,"11","관악구"
256.66869144528,2023-05-06,"11","광진구"
254.320204351819,2023-05-06,"11","구로구"
201.688720062552,2023-05-06,"11","금천구"
302.65540992892,2023-05-06,"11","노원구"
141.731334963417,2023-05-06,"11","도봉구"
288.568310445189,2023-05-06,"11","동대문구"
286.06968570505,2023-05-06,"11","동작구"
463.699811230488,2023-05-06,"11","마포구"
265.422410178101,2023-05-06,"11","서대문구"
375.897896599633,2023-05-06,"11","서초구"
270.087158727352,2023-05-06,"11","성동구"
321.321119989573,2023-05-06,"11","성북구"
564.01983915312,2023-05-06,"11","송파구"
277.37390083596,2023-05-06,"11","양천구"
383.905954802136,2023-05-06,"11","영등포구"
220.970186620072,2023-05-06,"11","용산구"
248.341332849841,2023-05-06,"11","은평구"
164.101352275387,2023-05-06,"11","종로구"
155.002517824822,2023-05-06,"11","중구"
189.162494697086,2023-05-06,"11","중랑구"
269.20625868657,2023-05-06,"12","강동구"
200.379263158245,2023-05-06,"12","강북구"
437.825971812266,2023-05-06,"12","강서구"
593.593075006764,2023-05-06,"12","관악구"
286.199816302154,2023-05-06,"12","광진구"
281.725618600489,2023-05-06,"12","구로구"
203.216034781633,2023-05-06,"12","금천구"
323.51118605977,2023-05-06,"12","노원구"
173.564847572055,2023-05-06,"12","도봉구"
314.14888640364,2023-05-06,"12","동대문구"
307.185501794101,2023-05-06,"12","동작구"
496.641643332932,2023-05-06,"12","마포구"
285.626767918064,2023-05-06,"12","서대문구"
401.350677235842,2023-05-06,"12","서초구"
293.948503807306,2023-05-06,"12","성동구"
364.45781048975,2023-05-06,"12","성북구"
626.495772776758,2023-05-06,"12","송파구"
320.790148637602,2023-05-06,"12","양천구"
426.638094562118,2023-05-06,"12","영등포구"
238.999672504472,2023-05-06,"12","용산구"
269.57704052708,2023-05-06,"12","은평구"
166.020287433118,2023-05-06,"12","종로구"
155.92596534539,2023-05-06,"12","중구"
209.594903633301,2023-05-06,"12","중랑구"
242.124416309008,2023-05-06,"13","강동구"
187.760865486886,2023-05-06,"13","강북구"
407.416521286006,2023-05-06,"13","강서구"
549.098140415609,2023-05-06,"13","관악구"
254.204736476932,2023-05-06,"13","광진구"
235.779671482404,2023-05-06,"13","구로구"
185.577298540372,2023-05-06,"13","금천구"
