"reg_date","hour_reg","day_of_reg","pick_rgn2_nm","is_rain","month","week","day_of_reg2","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_2","order_cnt_w_3","order_cnt_w_4","rider_cnt_w_1","order_cnt_w_1","is_holiday","is_holiday2"
2023-05-17,17,"岿格","档豪备",0,5,2,"荐夸老",99,92,101,165,168,153,96,140,0,0
2023-05-17,18,"岿格","档豪备",0,5,2,"荐夸老",144,142,142,248,262,259,158,270,0,0
2023-05-17,19,"岿格","档豪备",0,5,2,"荐夸老",161,158,154,299,271,270,178,308,0,0
2023-05-17,20,"岿格","档豪备",0,5,2,"荐夸老",134,120,115,217,194,190,122,198,0,0
2023-05-17,21,"岿格","档豪备",0,5,2,"荐夸老",76,70,73,120,137,118,76,113,0,0
2023-05-17,22,"岿格","档豪备",0,5,2,"荐夸老",61,54,55,82,87,78,63,93,0,0
2023-05-17,23,"岿格","档豪备",0,5,2,"荐夸老",40,33,32,64,51,45,35,53,0,0
2023-05-17,9,"岿格","悼措巩备",0,5,2,"荐夸老",38,40,44,54,62,58,42,69,0,0
2023-05-17,10,"岿格","悼措巩备",0,5,2,"荐夸老",103,97,86,149,143,124,89,125,0,0
2023-05-17,11,"岿格","悼措巩备",0,5,2,"荐夸老",247,218,211,411,407,352,242,401,0,0
2023-05-17,12,"岿格","悼措巩备",0,5,2,"荐夸老",235,195,173,399,330,298,213,324,0,0
2023-05-17,13,"岿格","悼措巩备",0,5,2,"荐夸老",159,145,122,241,256,211,172,260,0,0
2023-05-17,14,"岿格","悼措巩备",0,5,2,"荐夸老",122,110,101,189,175,163,133,216,0,0
2023-05-17,15,"岿格","悼措巩备",0,5,2,"荐夸老",107,108,95,166,196,162,117,176,0,0
2023-05-17,16,"岿格","悼措巩备",0,5,2,"荐夸老",135,126,115,217,222,184,133,217,0,0
2023-05-17,17,"岿格","悼措巩备",0,5,2,"荐夸老",228,201,198,403,354,356,238,363,0,0
2023-05-17,18,"岿格","悼措巩备",0,5,2,"荐夸老",356,305,319,641,589,616,335,643,0,0
2023-05-17,19,"岿格","悼措巩备",0,5,2,"荐夸老",312,325,336,602,632,627,366,637,0,0
2023-05-17,20,"岿格","悼措巩备",0,5,2,"荐夸老",257,253,236,450,461,406,292,504,0,0
2023-05-17,21,"岿格","悼措巩备",0,5,2,"荐夸老",195,171,162,342,323,280,173,335,0,0
2023-05-17,22,"岿格","悼措巩备",0,5,2,"荐夸老",136,124,130,233,231,221,107,209,0,0
2023-05-17,23,"岿格","悼措巩备",0,5,2,"荐夸老",88,94,83,142,164,146,98,167,0,0
2023-05-17,9,"岿格","悼累备",0,5,2,"荐夸老",32,29,25,40,36,32,35,46,0,0
2023-05-17,10,"岿格","悼累备",0,5,2,"荐夸老",76,74,67,110,119,83,65,92,0,0
2023-05-17,11,"岿格","悼累备",0,5,2,"荐夸老",176,170,146,313,329,243,171,290,0,0
2023-05-17,12,"岿格","悼累备",0,5,2,"荐夸老",183,193,169,275,323,282,173,276,0,0
2023-05-17,13,"岿格","悼累备",0,5,2,"荐夸老",149,157,126,230,238,188,116,182,0,0
2023-05-17,14,"岿格","悼累备",0,5,2,"荐夸老",111,99,94,194,191,142,87,142,0,0
2023-05-17,15,"岿格","悼累备",0,5,2,"荐夸老",86,106,90,132,186,135,98,159,0,0
2023-05-17,16,"岿格","悼累备",0,5,2,"荐夸老",136,135,125,211,222,196,109,162,0,0
2023-05-17,17,"岿格","悼累备",0,5,2,"荐夸老",204,231,227,333,388,370,230,374,0,0
2023-05-17,18,"岿格","悼累备",0,5,2,"荐夸老",296,319,307,530,621,594,291,540,0,0
2023-05-17,19,"岿格","悼累备",0,5,2,"荐夸老",314,307,311,579,583,571,288,539,0,0
2023-05-17,20,"岿格","悼累备",0,5,2,"荐夸老",226,232,218,388,428,355,248,416,0,0
2023-05-17,21,"岿格","悼累备",0,5,2,"荐夸老",162,160,164,276,290,270,162,256,0,0
2023-05-17,22,"岿格","悼累备",0,5,2,"荐夸老",129,114,112,211,193,195,105,173,0,0
2023-05-17,23,"岿格","悼累备",0,5,2,"荐夸老",82,80,93,132,133,154,65,95,0,0
2023-05-17,9,"岿格","付器备",0,5,2,"荐夸老",63,83,77,106,126,114,76,125,0,0
2023-05-17,10,"岿格","付器备",0,5,2,"荐夸老",174,173,169,258,278,272,172,273,0,0
2023-05-17,11,"岿格","付器备",0,5,2,"荐夸老",391,396,369,803,842,728,371,786,0,0
2023-05-17,12,"岿格","付器备",0,5,2,"荐夸老",370,361,330,737,727,599,337,606,0,0
2023-05-17,13,"岿格","付器备",0,5,2,"荐夸老",255,239,222,491,472,406,261,468,0,0
2023-05-17,14,"岿格","付器备",0,5,2,"荐夸老",186,188,173,341,369,326,198,360,0,0
2023-05-17,15,"岿格","付器备",0,5,2,"荐夸老",188,179,184,352,330,315,177,330,0,0
2023-05-17,16,"岿格","付器备",0,5,2,"荐夸老",220,219,218,381,361,365,206,343,0,0
2023-05-17,17,"岿格","付器备",0,5,2,"荐夸老",386,374,380,701,684,696,381,661,0,0
2023-05-17,18,"岿格","付器备",0,5,2,"荐夸老",562,556,546,1141,1182,1139,556,1172,0,0
2023-05-17,19,"岿格","付器备",0,5,2,"荐夸老",586,529,606,1176,1102,1183,579,1163,0,0
2023-05-17,20,"岿格","付器备",0,5,2,"荐夸老",430,421,404,769,739,708,421,776,0,0
2023-05-17,21,"岿格","付器备",0,5,2,"荐夸老",246,244,239,465,524,473,264,512,0,0
2023-05-17,22,"岿格","付器备",0,5,2,"荐夸老",199,175,195,389,340,344,182,338,0,0
2023-05-17,23,"岿格","付器备",0,5,2,"荐夸老",144,132,138,261,246,241,137,251,0,0
2023-05-17,9,"岿格","辑措巩备",0,5,2,"荐夸老",39,28,37,46,39,45,25,26,0,0
2023-05-17,10,"岿格","辑措巩备",0,5,2,"荐夸老",72,65,70,92,79,87,71,83,0,0
2023-05-17,11,"岿格","辑措巩备",0,5,2,"荐夸老",190,173,197,279,282,283,163,238,0,0
2023-05-17,12,"岿格","辑措巩备",0,5,2,"荐夸老",188,192,178,273,273,249,186,256,0,0
2023-05-17,13,"岿格","辑措巩备",0,5,2,"荐夸老",120,132,122,190,199,165,132,174,0,0
2023-05-17,14,"岿格","辑措巩备",0,5,2,"荐夸老",113,96,98,164,142,140,99,135,0,0
2023-05-17,15,"岿格","辑措巩备",0,5,2,"荐夸老",109,86,105,148,125,144,84,107,0,0
2023-05-17,16,"岿格","辑措巩备",0,5,2,"荐夸老",137,114,161,193,161,217,133,193,0,0
2023-05-17,17,"岿格","辑措巩备",0,5,2,"荐夸老",253,247,236,374,365,335,240,330,0,0
2023-05-17,18,"岿格","辑措巩备",0,5,2,"荐夸老",336,327,323,550,534,519,316,490,0,0
2023-05-17,19,"岿格","辑措巩备",0,5,2,"荐夸老",319,313,342,502,512,534,321,486,0,0
2023-05-17,20,"岿格","辑措巩备",0,5,2,"荐夸老",256,232,236,378,340,339,241,349,0,0
2023-05-17,21,"岿格","辑措巩备",0,5,2,"荐夸老",148,141,149,238,213,208,163,255,0,0
2023-05-17,22,"岿格","辑措巩备",0,5,2,"荐夸老",123,118,117,176,177,170,138,207,0,0
2023-05-17,23,"岿格","辑措巩备",0,5,2,"荐夸老",83,85,63,117,117,85,81,107,0,0
2023-05-17,9,"岿格","辑檬备",0,5,2,"荐夸老",72,59,61,95,99,87,67,102,0,0
2023-05-17,10,"岿格","辑檬备",0,5,2,"荐夸老",169,168,157,264,257,246,160,245,0,0
2023-05-17,11,"岿格","辑檬备",0,5,2,"荐夸老",426,423,407,848,908,786,396,748,0,0
2023-05-17,12,"岿格","辑檬备",0,5,2,"荐夸老",323,331,271,496,556,422,317,486,0,0
2023-05-17,13,"岿格","辑檬备",0,5,2,"荐夸老",216,218,183,345,351,284,212,336,0,0
2023-05-17,14,"岿格","辑檬备",0,5,2,"荐夸老",155,151,147,265,251,237,140,221,0,0
2023-05-17,15,"岿格","辑檬备",0,5,2,"荐夸老",160,132,136,267,246,212,132,216,0,0
2023-05-17,16,"岿格","辑檬备",0,5,2,"荐夸老",176,164,197,299,274,303,181,318,0,0
2023-05-17,17,"岿格","辑檬备",0,5,2,"荐夸老",324,307,309,571,576,552,327,555,0,0
2023-05-17,18,"岿格","辑檬备",0,5,2,"荐夸老",424,402,421,812,837,859,439,851,0,0
2023-05-17,19,"岿格","辑檬备",0,5,2,"荐夸老",443,391,412,750,755,757,386,679,0,0
2023-05-17,20,"岿格","辑檬备",0,5,2,"荐夸老",275,255,280,440,427,458,265,413,0,0
2023-05-17,21,"岿格","辑檬备",0,5,2,"荐夸老",156,147,188,237,247,293,173,271,0,0
2023-05-17,22,"岿格","辑檬备",0,5,2,"荐夸老",132,115,123,205,176,175,134,196,0,0
2023-05-17,23,"岿格","辑檬备",0,5,2,"荐夸老",88,81,90,128,121,119,95,131,0,0
2023-05-17,9,"岿格","己悼备",0,5,2,"荐夸老",44,38,33,60,56,46,28,43,0,0
2023-05-17,10,"岿格","己悼备",0,5,2,"荐夸老",74,73,76,127,119,118,68,104,0,0
2023-05-17,11,"岿格","己悼备",0,5,2,"荐夸老",223,219,217,458,465,446,226,428,0,0
2023-05-17,12,"岿格","己悼备",0,5,2,"荐夸老",231,216,216,385,360,359,216,358,0,0
2023-05-17,13,"岿格","己悼备",0,5,2,"荐夸老",158,140,121,265,239,204,137,225,0,0
2023-05-17,14,"岿格","己悼备",0,5,2,"荐夸老",103,108,107,168,197,174,102,173,0,0
2023-05-17,15,"岿格","己悼备",0,5,2,"荐夸老",85,104,82,138,169,129,85,141,0,0
2023-05-17,16,"岿格","己悼备",0,5,2,"荐夸老",117,124,98,202,196,186,106,165,0,0
2023-05-17,17,"岿格","己悼备",0,5,2,"荐夸老",217,212,204,384,392,372,189,342,0,0
2023-05-17,18,"岿格","己悼备",0,5,2,"荐夸老",312,331,334,637,683,656,308,583,0,0
2023-05-17,19,"岿格","己悼备",0,5,2,"荐夸老",316,330,304,623,625,604,297,560,0,0
2023-05-17,20,"岿格","己悼备",0,5,2,"荐夸老",236,231,201,378,378,328,214,356,0,0
2023-05-17,21,"岿格","己悼备",0,5,2,"荐夸老",133,139,126,252,242,207,144,259,0,0
2023-05-17,22,"岿格","己悼备",0,5,2,"荐夸老",104,92,100,177,157,153,108,171,0,0
2023-05-17,23,"岿格","己悼备",0,5,2,"荐夸老",63,67,65,103,105,116,65,105,0,0
2023-05-17,9,"岿格","己合备",0,5,2,"荐夸老",53,41,41,80,68,58,48,74,0,0
2023-05-17,10,"岿格","己合备",0,5,2,"荐夸老",107,98,108,163,176,160,90,141,0,0
2023-05-17,11,"岿格","己合备",0,5,2,"荐夸老",223,238,215,427,456,410,222,447,0,0
2023-05-17,12,"岿格","己合备",0,5,2,"荐夸老",250,226,199,431,433,315,240,429,0,0
2023-05-17,13,"岿格","己合备",0,5,2,"荐夸老",177,182,165,301,310,253,168,288,0,0
2023-05-17,14,"岿格","己合备",0,5,2,"荐夸老",132,137,115,227,233,202,126,205,0,0
2023-05-17,15,"岿格","己合备",0,5,2,"荐夸老",116,127,123,186,218,219,128,207,0,0
2023-05-17,16,"岿格","己合备",0,5,2,"荐夸老",146,145,152,253,250,254,139,251,0,0
2023-05-17,17,"岿格","己合备",0,5,2,"荐夸老",240,268,283,436,525,511,274,498,0,0
2023-05-17,18,"岿格","己合备",0,5,2,"荐夸老",379,384,392,802,789,769,392,798,0,0
2023-05-17,19,"岿格","己合备",0,5,2,"荐夸老",402,370,377,758,765,718,396,723,0,0
2023-05-17,20,"岿格","己合备",0,5,2,"荐夸老",282,301,288,469,524,519,312,543,0,0
2023-05-17,21,"岿格","己合备",0,5,2,"荐夸老",184,178,190,300,321,348,192,338,0,0
2023-05-17,22,"岿格","己合备",0,5,2,"荐夸老",139,140,143,256,267,240,143,250,0,0
2023-05-17,23,"岿格","己合备",0,5,2,"荐夸老",94,80,97,158,150,163,91,154,0,0
2023-05-17,9,"岿格","价颇备",0,5,2,"荐夸老",94,95,84,200,210,165,96,196,0,0
2023-05-17,10,"岿格","价颇备",0,5,2,"荐夸老",210,209,195,464,467,396,199,425,0,0
2023-05-17,11,"岿格","价颇备",0,5,2,"荐夸老",406,411,389,1081,1200,1041,396,1011,0,0
2023-05-17,12,"岿格","价颇备",0,5,2,"荐夸老",426,436,373,1017,1092,823,419,936,0,0
2023-05-17,13,"岿格","价颇备",0,5,2,"荐夸老",323,323,285,733,765,621,305,658,0,0
2023-05-17,14,"岿格","价颇备",0,5,2,"荐夸老",243,235,216,530,587,461,237,496,0,0
2023-05-17,15,"岿格","价颇备",0,5,2,"荐夸老",215,228,217,507,505,466,224,484,0,0
2023-05-17,16,"岿格","价颇备",0,5,2,"荐夸老",275,286,273,616,674,627,269,596,0,0
2023-05-17,17,"岿格","价颇备",0,5,2,"荐夸老",453,484,443,1073,1200,1019,458,1112,0,0
2023-05-17,18,"岿格","价颇备",0,5,2,"荐夸老",682,679,644,1822,2004,1746,657,1730,0,0
2023-05-17,19,"岿格","价颇备",0,5,2,"荐夸老",731,694,677,1809,1855,1736,673,1697,0,0
2023-05-17,20,"岿格","价颇备",0,5,2,"荐夸老",538,553,517,1255,1241,1168,531,1165,0,0
2023-05-17,21,"岿格","价颇备",0,5,2,"荐夸老",360,340,341,802,849,768,365,780,0,0
2023-05-17,22,"岿格","价颇备",0,5,2,"荐夸老",262,250,237,617,627,549,259,634,0,0
2023-05-17,23,"岿格","价颇备",0,5,2,"荐夸老",192,161,170,436,415,405,174,380,0,0
2023-05-17,9,"岿格","剧玫备",0,5,2,"荐夸老",36,41,29,48,55,45,37,45,0,0
2023-05-17,10,"岿格","剧玫备",0,5,2,"荐夸老",83,70,77,113,101,110,81,116,0,0
2023-05-17,11,"岿格","剧玫备",0,5,2,"荐夸老",176,180,149,309,368,255,143,244,0,0
2023-05-17,12,"岿格","剧玫备",0,5,2,"荐夸老",197,198,154,335,360,235,156,254,0,0
2023-05-17,13,"岿格","剧玫备",0,5,2,"荐夸老",164,155,126,281,266,187,138,220,0,0
2023-05-17,14,"岿格","剧玫备",0,5,2,"荐夸老",105,120,107,178,217,178,114,194,0,0
2023-05-17,15,"岿格","剧玫备",0,5,2,"荐夸老",99,102,107,199,200,189,108,185,0,0
2023-05-17,16,"岿格","剧玫备",0,5,2,"荐夸老",149,143,146,237,239,259,138,248,0,0
2023-05-17,17,"岿格","剧玫备",0,5,2,"荐夸老",224,237,235,390,433,400,218,395,0,0
2023-05-17,18,"岿格","剧玫备",0,5,2,"荐夸老",306,325,304,594,655,571,319,610,0,0
2023-05-17,19,"岿格","剧玫备",0,5,2,"荐夸老",334,309,306,606,616,551,311,578,0,0
2023-05-17,20,"岿格","剧玫备",0,5,2,"荐夸老",254,235,243,429,400,400,232,399,0,0
2023-05-17,21,"岿格","剧玫备",0,5,2,"荐夸老",145,153,151,231,282,236,154,252,0,0
2023-05-17,22,"岿格","剧玫备",0,5,2,"荐夸老",119,114,105,191,175,161,113,169,0,0
2023-05-17,23,"岿格","剧玫备",0,5,2,"荐夸老",78,72,59,111,102,82,70,101,0,0
2023-05-17,9,"岿格","康殿器备",0,5,2,"荐夸老",68,66,74,118,115,113,70,111,0,0
2023-05-17,10,"岿格","康殿器备",0,5,2,"荐夸老",181,194,208,397,413,429,187,379,0,0
2023-05-17,11,"岿格","康殿器备",0,5,2,"荐夸老",335,335,345,779,788,812,330,744,0,0
2023-05-17,12,"岿格","康殿器备",0,5,2,"荐夸老",292,294,269,549,576,503,255,470,0,0
2023-05-17,13,"岿格","康殿器备",0,5,2,"荐夸老",182,210,190,366,388,332,191,327,0,0
2023-05-17,14,"岿格","康殿器备",0,5,2,"荐夸老",158,153,160,308,302,294,123,263,0,0
2023-05-17,15,"岿格","康殿器备",0,5,2,"荐夸老",132,140,146,255,293,269,122,213,0,0
2023-05-17,16,"岿格","康殿器备",0,5,2,"荐夸老",194,177,195,347,331,324,175,306,0,0
2023-05-17,17,"岿格","康殿器备",0,5,2,"荐夸老",345,309,346,664,636,701,311,631,0,0
2023-05-17,18,"岿格","康殿器备",0,5,2,"荐夸老",483,476,483,1172,1224,1220,486,1185,0,0
2023-05-17,19,"岿格","康殿器备",0,5,2,"荐夸老",472,455,512,1070,1163,1142,460,1073,0,0
2023-05-17,20,"岿格","康殿器备",0,5,2,"荐夸老",332,355,362,703,719,766,336,732,0,0
2023-05-17,21,"岿格","康殿器备",0,5,2,"荐夸老",240,232,248,493,508,494,226,445,0,0
2023-05-17,22,"岿格","康殿器备",0,5,2,"荐夸老",174,172,174,343,359,351,135,292,0,0
2023-05-17,23,"岿格","康殿器备",0,5,2,"荐夸老",119,119,124,232,231,216,112,184,0,0
2023-05-17,9,"岿格","侩魂备",0,5,2,"荐夸老",35,34,28,63,47,46,28,42,0,0
2023-05-17,10,"岿格","侩魂备",0,5,2,"荐夸老",76,72,74,106,109,114,76,116,0,0
2023-05-17,11,"岿格","侩魂备",0,5,2,"荐夸老",179,182,177,382,399,365,187,376,0,0
2023-05-17,12,"岿格","侩魂备",0,5,2,"荐夸老",167,178,154,256,318,267,165,299,0,0
2023-05-17,13,"岿格","侩魂备",0,5,2,"荐夸老",115,116,99,230,208,162,116,210,0,0
2023-05-17,14,"岿格","侩魂备",0,5,2,"荐夸老",87,82,79,148,161,132,75,143,0,0
2023-05-17,15,"岿格","侩魂备",0,5,2,"荐夸老",70,68,88,118,119,160,83,125,0,0
2023-05-17,16,"岿格","侩魂备",0,5,2,"荐夸老",112,103,98,168,171,150,98,156,0,0
2023-05-17,17,"岿格","侩魂备",0,5,2,"荐夸老",190,166,153,326,314,260,179,298,0,0
2023-05-17,18,"岿格","侩魂备",0,5,2,"荐夸老",267,250,254,529,541,495,265,504,0,0
2023-05-17,19,"岿格","侩魂备",0,5,2,"荐夸老",283,248,262,512,466,511,248,448,0,0
2023-05-17,20,"岿格","侩魂备",0,5,2,"荐夸老",213,196,191,359,347,332,187,328,0,0
2023-05-17,21,"岿格","侩魂备",0,5,2,"荐夸老",128,120,115,238,227,242,121,229,0,0
2023-05-17,22,"岿格","侩魂备",0,5,2,"荐夸老",90,95,84,169,185,160,71,127,0,0
2023-05-17,23,"岿格","侩魂备",0,5,2,"荐夸老",61,56,63,100,99,100,69,116,0,0
2023-05-17,9,"岿格","篮乞备",0,5,2,"荐夸老",35,30,32,56,61,50,37,52,0,0
2023-05-17,10,"岿格","篮乞备",0,5,2,"荐夸老",69,63,58,125,109,96,67,106,0,0
2023-05-17,11,"岿格","篮乞备",0,5,2,"荐夸老",158,143,119,378,342,254,135,266,0,0
2023-05-17,12,"岿格","篮乞备",0,5,2,"荐夸老",150,161,140,327,347,279,164,319,0,0
2023-05-17,13,"岿格","篮乞备",0,5,2,"荐夸老",121,117,110,258,223,214,120,232,0,0
2023-05-17,14,"岿格","篮乞备",0,5,2,"荐夸老",92,92,84,205,182,160,99,179,0,0
2023-05-17,15,"岿格","篮乞备",0,5,2,"荐夸老",93,88,95,186,170,187,92,167,0,0
2023-05-17,16,"岿格","篮乞备",0,5,2,"荐夸老",100,95,97,197,191,179,109,216,0,0
2023-05-17,17,"岿格","篮乞备",0,5,2,"荐夸老",176,170,174,398,369,359,195,397,0,0
2023-05-17,18,"岿格","篮乞备",0,5,2,"荐夸老",269,277,283,696,668,669,298,711,0,0
2023-05-17,19,"岿格","篮乞备",0,5,2,"荐夸老",298,302,290,761,752,685,327,843,0,0
2023-05-17,20,"岿格","篮乞备",0,5,2,"荐夸老",243,248,226,574,550,494,293,604,0,0
2023-05-17,21,"岿格","篮乞备",0,5,2,"荐夸老",165,144,159,380,323,362,168,384,0,0
2023-05-17,22,"岿格","篮乞备",0,5,2,"荐夸老",126,107,113,257,249,242,124,275,0,0
2023-05-17,23,"岿格","篮乞备",0,5,2,"荐夸老",77,72,83,167,158,139,91,177,0,0
2023-05-17,9,"岿格","辆肺备",0,5,2,"荐夸老",23,25,24,30,37,32,20,31,0,0
2023-05-17,10,"岿格","辆肺备",0,5,2,"荐夸老",73,70,63,93,92,86,60,70,0,0
2023-05-17,11,"岿格","辆肺备",0,5,2,"荐夸老",175,188,176,298,335,286,177,292,0,0
2023-05-17,12,"岿格","辆肺备",0,5,2,"荐夸老",138,141,131,196,219,193,139,190,0,0
2023-05-17,13,"岿格","辆肺备",0,5,2,"荐夸老",84,87,67,127,148,97,79,117,0,0
2023-05-17,14,"岿格","辆肺备",0,5,2,"荐夸老",67,55,62,97,97,91,67,94,0,0
2023-05-17,15,"岿格","辆肺备",0,5,2,"荐夸老",63,64,48,101,95,80,66,93,0,0
2023-05-17,16,"岿格","辆肺备",0,5,2,"荐夸老",69,70,83,97,106,109,73,91,0,0
2023-05-17,17,"岿格","辆肺备",0,5,2,"荐夸老",136,121,121,212,193,179,144,209,0,0
2023-05-17,18,"岿格","辆肺备",0,5,2,"荐夸老",179,173,178,299,288,312,177,276,0,0
2023-05-17,19,"岿格","辆肺备",0,5,2,"荐夸老",161,154,155,237,241,224,160,249,0,0
2023-05-17,20,"岿格","辆肺备",0,5,2,"荐夸老",107,133,92,154,189,132,104,166,0,0
2023-05-17,21,"岿格","辆肺备",0,5,2,"荐夸老",71,66,66,99,100,102,92,133,0,0
2023-05-17,22,"岿格","辆肺备",0,5,2,"荐夸老",51,49,59,74,75,84,64,90,0,0
2023-05-17,23,"岿格","辆肺备",0,5,2,"荐夸老",33,39,33,49,53,46,31,38,0,0
2023-05-17,9,"岿格","吝备",0,5,2,"荐夸老",29,20,25,47,31,30,33,43,0,0
2023-05-17,10,"岿格","吝备",0,5,2,"荐夸老",88,95,82,110,131,118,84,112,0,0
2023-05-17,11,"岿格","吝备",0,5,2,"荐夸老",209,217,212,337,378,363,211,347,0,0
2023-05-17,12,"岿格","吝备",0,5,2,"荐夸老",145,155,127,199,219,170,156,213,0,0
2023-05-17,13,"岿格","吝备",0,5,2,"荐夸老",94,88,70,124,129,99,85,128,0,0
2023-05-17,14,"岿格","吝备",0,5,2,"荐夸老",70,66,52,100,84,69,69,98,0,0
2023-05-17,15,"岿格","吝备",0,5,2,"荐夸老",44,61,64,66,84,90,55,78,0,0
2023-05-17,16,"岿格","吝备",0,5,2,"荐夸老",61,76,70,79,103,104,69,100,0,0
2023-05-17,17,"岿格","吝备",0,5,2,"荐夸老",118,109,126,176,164,185,124,180,0,0
2023-05-17,18,"岿格","吝备",0,5,2,"荐夸老",196,178,189,317,303,277,189,296,0,0
2023-05-17,19,"岿格","吝备",0,5,2,"荐夸老",165,172,184,253,250,280,151,229,0,0
2023-05-17,20,"岿格","吝备",0,5,2,"荐夸老",126,114,118,165,166,172,120,165,0,0
2023-05-17,21,"岿格","吝备",0,5,2,"荐夸老",94,74,80,131,105,119,72,115,0,0
2023-05-17,22,"岿格","吝备",0,5,2,"荐夸老",55,52,59,85,71,96,57,93,0,0
2023-05-17,23,"岿格","吝备",0,5,2,"荐夸老",37,48,40,62,70,57,50,64,0,0
2023-05-17,9,"岿格","吝尔备",0,5,2,"荐夸老",22,27,22,31,36,34,21,27,0,0
2023-05-17,10,"岿格","吝尔备",0,5,2,"荐夸老",47,45,49,78,78,83,58,83,0,0
2023-05-17,11,"岿格","吝尔备",0,5,2,"荐夸老",110,105,98,201,209,182,112,194,0,0
2023-05-17,12,"岿格","吝尔备",0,5,2,"荐夸老",114,120,104,218,243,183,119,204,0,0
2023-05-17,13,"岿格","吝尔备",0,5,2,"荐夸老",75,90,83,138,166,147,83,121,0,0
2023-05-17,14,"岿格","吝尔备",0,5,2,"荐夸老",72,65,64,120,114,106,68,113,0,0
2023-05-17,15,"岿格","吝尔备",0,5,2,"荐夸老",65,73,64,110,109,104,71,133,0,0
2023-05-17,16,"岿格","吝尔备",0,5,2,"荐夸老",80,73,86,137,131,133,90,139,0,0
2023-05-17,17,"岿格","吝尔备",0,5,2,"荐夸老",127,127,140,239,243,240,147,263,0,0
2023-05-17,18,"岿格","吝尔备",0,5,2,"荐夸老",200,203,195,403,409,414,213,444,0,0
2023-05-17,19,"岿格","吝尔备",0,5,2,"荐夸老",221,218,232,493,494,497,254,535,0,0
2023-05-17,20,"岿格","吝尔备",0,5,2,"荐夸老",181,175,188,350,383,350,213,395,0,0
2023-05-17,21,"岿格","吝尔备",0,5,2,"荐夸老",138,124,131,276,230,255,135,237,0,0
2023-05-17,22,"岿格","吝尔备",0,5,2,"荐夸老",112,92,95,221,177,166,108,197,0,0
2023-05-17,23,"岿格","吝尔备",0,5,2,"荐夸老",59,66,66,110,119,118,60,105,0,0
2023-05-18,9,"岿格","碍巢备",1,5,2,"格夸老",184,171,163,400,356,363,195,389,0,0
2023-05-18,10,"岿格","碍巢备",1,5,2,"格夸老",432,435,424,835,874,842,477,853,0,0
2023-05-18,11,"岿格","碍巢备",1,5,2,"格夸老",954,928,940,2665,2682,2662,957,2498,0,0
2023-05-18,12,"岿格","碍巢备",1,5,2,"格夸老",857,869,827,1866,1996,1856,859,1801,0,0
2023-05-18,13,"岿格","碍巢备",1,5,2,"格夸老",564,526,481,1258,1173,1078,532,1093,0,0
2023-05-18,14,"岿格","碍巢备",1,5,2,"格夸老",424,397,396,959,895,852,397,913,0,0
2023-05-18,15,"岿格","碍巢备",1,5,2,"格夸老",361,363,392,872,844,922,365,822,0,0
2023-05-18,16,"岿格","碍巢备",1,5,2,"格夸老",465,424,491,1076,937,1106,464,1007,0,0
2023-05-18,17,"岿格","碍巢备",1,5,2,"格夸老",672,671,691,1526,1503,1570,688,1470,0,0
2023-05-18,18,"岿格","碍巢备",1,5,2,"格夸老",929,838,932,2416,2185,2332,889,2131,0,0
2023-05-18,19,"岿格","碍巢备",1,5,2,"格夸老",953,898,884,2241,2237,2104,890,2026,0,0
2023-05-18,20,"岿格","碍巢备",1,5,2,"格夸老",791,641,641,1741,1463,1461,655,1463,0,0
2023-05-18,21,"岿格","碍巢备",1,5,2,"格夸老",545,459,472,1349,1083,1033,481,1040,0,0
2023-05-18,22,"岿格","碍巢备",1,5,2,"格夸老",475,357,359,1075,858,859,371,836,0,0
2023-05-18,23,"岿格","碍巢备",1,5,2,"格夸老",342,269,303,770,629,669,308,668,0,0
2023-05-18,9,"岿格","碍悼备",1,5,2,"格夸老",37,36,21,58,68,47,39,76,0,0
2023-05-18,10,"岿格","碍悼备",1,5,2,"格夸老",81,79,76,150,155,139,87,164,0,0
2023-05-18,11,"岿格","碍悼备",1,5,2,"格夸老",175,187,173,396,489,428,167,333,0,0
2023-05-18,12,"岿格","碍悼备",1,5,2,"格夸老",198,192,170,419,445,384,174,387,0,0
2023-05-18,13,"岿格","碍悼备",1,5,2,"格夸老",137,130,115,267,292,230,139,300,0,0
2023-05-18,14,"岿格","碍悼备",1,5,2,"格夸老",105,111,105,235,244,220,102,202,0,0
2023-05-18,15,"岿格","碍悼备",1,5,2,"格夸老",108,109,95,224,225,217,100,210,0,0
2023-05-18,16,"岿格","碍悼备",1,5,2,"格夸老",126,116,131,257,245,305,124,253,0,0
2023-05-18,17,"岿格","碍悼备",1,5,2,"格夸老",223,193,211,519,439,526,202,451,0,0
2023-05-18,18,"岿格","碍悼备",1,5,2,"格夸老",286,270,300,878,724,827,282,686,0,0
2023-05-18,19,"岿格","碍悼备",1,5,2,"格夸老",301,303,298,860,823,834,292,770,0,0
2023-05-18,20,"岿格","碍悼备",1,5,2,"格夸老",282,236,229,686,568,549,220,483,0,0
2023-05-18,21,"岿格","碍悼备",1,5,2,"格夸老",210,167,164,546,411,390,165,349,0,0
2023-05-18,22,"岿格","碍悼备",1,5,2,"格夸老",168,114,120,421,314,289,119,278,0,0
2023-05-18,23,"岿格","碍悼备",1,5,2,"格夸老",112,78,79,242,173,176,80,165,0,0
