"강남구.test_set.datetime","강남구.arima_model_forecast.mean","강남구.arima_model_forecast.lower...2.","강남구.arima_model_forecast.upper...2.","서초구.test_set.datetime","서초구.arima_model_forecast.mean","서초구.arima_model_forecast.lower...2.","서초구.arima_model_forecast.upper...2."
2023-01-01 00:00:00,171.344350467406,70.930250469098,271.758450465713,2023-01-01 00:00:00,31.4511361082778,-20.103243691497,83.0055159080526
2023-01-01 01:00:00,16.5785160809012,-106.251843418489,139.408875580291,2023-01-01 01:00:00,-0.667115953256397,-61.5676867034035,60.2334547968907
2023-01-01 02:00:00,5.11699996483903,-120.063220421533,130.297220351212,2023-01-01 02:00:00,-1.00086698356238,-63.2973507202468,61.295616753122
2023-01-01 03:00:00,5.54994952120732,-119.807022901094,130.906921943508,2023-01-01 03:00:00,-0.693410670171477,-63.6356138357704,62.2487924954275
2023-01-01 04:00:00,4.52333918021235,-120.896485153572,129.943163513997,2023-01-01 04:00:00,0.0994490216828546,-63.7264621139956,63.9253601573613
2023-01-01 05:00:00,3.76173357785908,-121.69294889315,129.216416048868,2023-01-01 05:00:00,0.545925902271157,-63.5843479515205,64.6761997560628
2023-01-01 06:00:00,3.29731044288215,-122.167333284681,128.761954170445,2023-01-01 06:00:00,0.579536778301313,-63.6018297967686,64.7609033533712
2023-01-01 07:00:00,3.08578801471453,-122.380609856842,128.552185886271,2023-01-01 07:00:00,0.599536327314822,-63.6055332089094,64.804605863539
2023-01-01 08:00:00,186.567720808488,61.1009853269856,312.034456289991,2023-01-01 08:00:00,70.7333372618214,6.50781094890269,134.95886357474
2023-01-01 09:00:00,455.085302702801,329.618468625711,580.552136779891,2023-01-01 09:00:00,197.72936970705,133.497437471911,261.961301942189
2023-01-01 10:00:00,915.855754314589,790.388889703132,1041.32261892605,2023-01-01 10:00:00,420.237138942005,356.004138504185,484.470139379826
2023-01-01 11:00:00,861.465532480089,735.998660195575,986.932404764603,2023-01-01 11:00:00,364.268595996578,300.035083980068,428.502108013088
2023-01-01 12:00:00,614.880576569875,489.413702585531,740.347450554219,2023-01-01 12:00:00,260.915556719929,196.681666098461,325.149447341396
2023-01-01 13:00:00,461.171350110834,335.70447572183,586.638224499838,2023-01-01 13:00:00,182.878230435127,118.644232231437,247.112228638816
2023-01-01 14:00:00,404.161064538432,278.694190041646,529.627939035219,2023-01-01 14:00:00,164.800440539824,100.566425028781,229.034456050866
2023-01-01 15:00:00,492.54558606616,367.07871154077,618.01246059155,2023-01-01 15:00:00,207.638212918016,143.404188518066,271.872237317966
2023-01-01 16:00:00,771.751566597316,646.284692064831,897.218441129801,2023-01-01 16:00:00,383.527564576739,319.293533988413,447.761595165065
2023-01-01 17:00:00,901.900298386555,776.433423852356,1027.36717292075,2023-01-01 17:00:00,472.109439962843,407.875407786252,536.343472139433
2023-01-01 18:00:00,830.682783636722,705.215909102097,956.149658171348,2023-01-01 18:00:00,416.256560064624,352.022527646638,480.490592482611
2023-01-01 19:00:00,658.385062551361,532.918188016625,783.851937086096,2023-01-01 19:00:00,280.612582491317,216.378549935043,344.846615047592
2023-01-01 20:00:00,510.822032882089,385.355158347326,636.288907416852,2023-01-01 20:00:00,199.449056879411,135.215024229197,263.683089529626
2023-01-01 21:00:00,418.411682547431,292.944808012661,543.878557082201,2023-01-01 21:00:00,147.899204842273,83.6651721705649,212.13323751398
2023-01-01 22:00:00,311.965544646259,186.498670111487,437.432419181031,2023-01-01 22:00:00,98.271910477185,34.0378778024471,162.505943151923
2023-01-01 23:00:00,235.746325308464,110.279450773692,361.213199843237,2023-01-01 23:00:00,50.4500961962223,-13.7839364805395,114.684128872984
2023-01-02 00:00:00,160.95569759463,17.194683894219,304.716711295041,2023-01-02 00:00:00,30.0088248859612,-41.9469157738569,101.964565545779
2023-01-02 01:00:00,14.2487864477857,-137.776569279234,166.274142174806,2023-01-02 01:00:00,-0.419635738579369,-75.2091980703685,74.3699265932097
2023-01-02 02:00:00,3.57632303714549,-149.382454063204,156.535100137495,2023-01-02 02:00:00,-0.629568303724175,-75.8726496526822,74.6135130452339
2023-01-02 03:00:00,3.87891563491491,-149.150554165198,156.908385435028,2023-01-02 03:00:00,-0.436171251332214,-75.8915762286602,75.0192337259958
2023-01-02 04:00:00,3.16140726363238,-149.893216576146,156.21603110341,2023-01-02 04:00:00,0.0625512490630484,-75.685995469254,75.81109796738
2023-01-02 05:00:00,2.62911341315145,-150.439464695522,155.697691521825,2023-01-02 05:00:00,0.343391612915433,-75.5067980423591,76.19358126819
2023-01-02 06:00:00,2.30452339702435,-150.768042840309,155.377089634357,2023-01-02 06:00:00,0.364533095809169,-75.5027531201527,76.231819311771
